zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,estimated_population_2014,
24092,STANDARD,0,Glade Hill,,,VA,Franklin County,America/New_York,540,NA,US,37,-79.77,2580,
24093,STANDARD,0,Glen Lyn,,,VA,Giles County,America/New_York,540,NA,US,37.37,-80.85,184,
24095,STANDARD,0,Goodview,,,VA,Bedford County,America/New_York,540,NA,US,37.21,-79.71,3820,
24101,STANDARD,0,Hardy,,,VA,Franklin County,America/New_York,540,NA,US,37.18,-79.8,5600,
24102,STANDARD,0,Henry,,,VA,Franklin County,America/New_York,540,NA,US,36.83,-80,1200,
24104,STANDARD,0,Huddleston,,,VA,Bedford County,America/New_York,540,NA,US,37.16,-79.48,2930,
24105,STANDARD,0,Indian Valley,,,VA,Floyd County,America/New_York,540,NA,US,36.91,-80.55,430,
24111,PO BOX,0,Mc Coy,,,VA,Pulaski County,America/New_York,540,NA,US,37.23,-80.61,179,
24112,STANDARD,0,Martinsville,,,VA,Martinsville City,America/New_York,276,NA,US,36.68,-79.86,24600,
24113,PO BOX,0,Martinsville,,,VA,Martinsville City,America/New_York,276,NA,US,36.68,-79.86,143,
24114,PO BOX,0,Martinsville,,,VA,Martinsville City,America/New_York,276,NA,US,36.68,-79.86,473,
24115,PO BOX,0,Martinsville,,,VA,Martinsville City,America/New_York,276,NA,US,36.68,-79.86,1135,
24120,STANDARD,0,Meadows Of Dan,Meadows Dan,,VA,Patrick County,America/New_York,"276,540",NA,US,36.73,-80.41,1480,
24121,STANDARD,0,Moneta,,Scruggs,VA,Bedford County,America/New_York,540,NA,US,37.18,-79.63,9280,
24122,STANDARD,0,Montvale,,,VA,Bedford County,America/New_York,,NA,US,37.38,-79.73,1520,
24124,STANDARD,0,Narrows,,,VA,Giles County,America/New_York,540,NA,US,37.33,-80.8,3610,
24126,PO BOX,0,Newbern,,,VA,Pulaski County,America/New_York,540,NA,US,37.04,-80.68,373,
24127,STANDARD,0,New Castle,,,VA,Craig County,America/New_York,540,NA,US,37.5,-80.11,3540,
24128,STANDARD,0,Newport,,,VA,Giles County,America/New_York,540,NA,US,37.29,-80.49,1660,
24129,PO BOX,0,New River,,,VA,Pulaski County,America/New_York,540,NA,US,37.12,-80.57,151,
24130,STANDARD,0,Oriskany,,,VA,Botetourt County,America/New_York,540,NA,US,37.61,-79.98,0,
24131,STANDARD,0,Paint Bank,,,VA,Craig County,America/New_York,540,NA,US,37.56,-80.28,86,
24132,PO BOX,0,Parrott,,,VA,Pulaski County,America/New_York,540,NA,US,37.21,-80.63,399,
24133,STANDARD,0,Patrick Springs,Patrick Spgs,,VA,Patrick County,America/New_York,276,NA,US,36.67,-80.13,2150,
24134,STANDARD,0,Pearisburg,,,VA,Giles County,America/New_York,540,NA,US,37.32,-80.72,4920,
24136,STANDARD,0,Pembroke,,,VA,Giles County,America/New_York,540,NA,US,37.32,-80.63,2860,
24137,STANDARD,0,Penhook,,,VA,Franklin County,America/New_York,540,NA,US,36.98,-79.63,2180,
24138,STANDARD,0,Pilot,,,VA,Montgomery County,America/New_York,540,NA,US,37.05,-80.36,1340,
24139,STANDARD,0,Pittsville,,,VA,Pittsylvania County,America/New_York,,NA,US,36.98,-79.46,500,
24141,STANDARD,0,Radford,Fairlawn,,VA,Radford City,America/New_York,540,NA,US,37.12,-80.55,13690,
24142,PO BOX,0,Radford,,,VA,Radford City,America/New_York,540,NA,US,37.12,-80.55,53,
24143,PO BOX,0,Radford,,,VA,Radford City,America/New_York,540,NA,US,37.12,-80.55,769,
24146,PO BOX,0,Redwood,,,VA,Franklin County,America/New_York,540,NA,US,37.01,-79.79,60,
24147,STANDARD,0,Rich Creek,,,VA,Giles County,America/New_York,540,NA,US,37.38,-80.82,780,
24148,STANDARD,0,Ridgeway,,,VA,Henry County,America/New_York,276,NA,US,36.57,-79.85,6570,
24149,STANDARD,0,Riner,,Fairview,VA,Montgomery County,America/New_York,540,NA,US,37.02,-80.43,3290,
24150,STANDARD,0,Ripplemead,Goldbond,Kimballton,VA,Giles County,America/New_York,540,NA,US,37.38,-80.63,560,
24151,STANDARD,0,Rocky Mount,,Franklin Heights,VA,Franklin County,America/New_York,540,NA,US,36.99,-79.89,16350,
24153,STANDARD,0,Salem,,Bennett Springs -  Fort Lewis -  Glenvar -  Hanging Rock -  Kesslers Mill -  Mason Cove,VA,Salem City,America/New_York,540,NA,US,37.28,-80.05,32760,
24155,UNIQUE,0,Roanoke,,Home Shopping Network,VA,Roanoke City,America/New_York,540,NA,US,37.29,-80.06,0,
24157,UNIQUE,0,Roanoke,,Home Shopping Network -  Salem,VA,Roanoke City,America/New_York,540,NA,US,37.28,-80.05,0,
24161,STANDARD,0,Sandy Level,,,VA,Pittsylvania County,America/New_York,434,NA,US,37,-79.55,280,
24162,STANDARD,0,Shawsville,,Allegany Spring,VA,Montgomery County,America/New_York,540,NA,US,37.16,-80.24,2000,
24165,STANDARD,0,Spencer,,,VA,Henry County,America/New_York,276,NA,US,36.61,-80.01,1520,
24167,STANDARD,0,Staffordsville,Staffordsvlle,,VA,Giles County,America/New_York,540,NA,US,37.24,-80.76,290,
24168,STANDARD,0,Stanleytown,,,VA,Henry County,America/New_York,276,NA,US,36.75,-79.95,740,
24171,STANDARD,0,Stuart,,,VA,Patrick County,America/New_York,276,NA,US,36.64,-80.27,6310,
24174,STANDARD,0,Thaxton,,,VA,Bedford County,America/New_York,540,NA,US,37.35,-79.63,2000,
24175,STANDARD,0,Troutville,,Haymakertown,VA,Botetourt County,America/New_York,540,NA,US,37.41,-79.87,7580,
24176,STANDARD,0,Union Hall,,,VA,Franklin County,America/New_York,540,NA,US,37,-79.68,1200,
24177,PO BOX,0,Vesta,,,VA,Patrick County,America/New_York,276,NA,US,36.72,-80.39,92,
24178,PO BOX,0,Villamont,,,VA,Bedford County,America/New_York,,NA,US,37.39,-79.74,0,
24179,STANDARD,0,Vinton,,,VA,Roanoke County,America/New_York,540,NA,US,37.27,-79.88,16770,
24184,STANDARD,0,Wirtz,Burnt Chimney,,VA,Franklin County,America/New_York,540,NA,US,37.08,-79.9,4020,
24185,STANDARD,0,Woolwine,,,VA,Patrick County,America/New_York,"540,276",NA,US,36.78,-80.28,750,
24201,STANDARD,0,Bristol,,,VA,Bristol City,America/New_York,276,NA,US,36.61,-82.16,12050,
24202,STANDARD,0,Bristol,,,VA,Washington County,America/New_York,276,NA,US,36.61,-82.16,10630,
24203,PO BOX,0,Bristol,,,VA,Bristol City,America/New_York,276,NA,US,36.61,-82.16,257,
24205,UNIQUE,0,Bristol,,Bristol Merchandise Return,VA,Bristol City,America/New_York,276,NA,US,36.59,-82.18,0,
24209,PO BOX,0,Bristol,,,VA,Bristol City,America/New_York,276,NA,US,36.61,-82.16,492,
24210,STANDARD,0,Abingdon,,Osceola,VA,Washington County,America/New_York,276,NA,US,36.7,-81.96,12360,
24211,STANDARD,0,Abingdon,,,VA,Washington County,America/New_York,276,NA,US,36.7,-81.96,8010,
24212,PO BOX,0,Abingdon,,,VA,Washington County,America/New_York,276,NA,US,36.7,-81.96,1732,
24215,PO BOX,0,Andover,,,VA,Wise County,America/New_York,276,NA,US,36.94,-82.78,111,
24216,STANDARD,0,Appalachia,Exeter -  Stonega,,VA,Wise County,America/New_York,276,NA,US,36.9,-82.78,1790,
24217,STANDARD,0,Bee,,,VA,Dickenson County,America/New_York,,NA,US,37.08,-82.19,254,
24218,PO BOX,0,Ben Hur,,,VA,Lee County,America/New_York,276,NA,US,36.73,-83.08,296,
24219,STANDARD,0,Big Stone Gap,,,VA,Wise County,America/New_York,276,NA,US,36.86,-82.77,7440,
24220,STANDARD,0,Birchleaf,,,VA,Dickenson County,America/New_York,276,NA,US,37.15,-82.23,520,
24221,STANDARD,0,Blackwater,,,VA,Lee County,America/New_York,,NA,US,36.62,-83.05,570,
24224,STANDARD,0,Castlewood,,Dickensonville,VA,Russell County,America/New_York,276,NA,US,36.87,-82.28,4060,
24225,STANDARD,0,Cleveland,,,VA,Russell County,America/New_York,276,NA,US,36.94,-82.15,1140,
24226,STANDARD,0,Clinchco,,,VA,Dickenson County,America/New_York,276,NA,US,37.12,-82.33,1070,
24228,STANDARD,0,Clintwood,,Honeycamp,VA,Dickenson County,America/New_York,276,NA,US,37.15,-82.45,4990,
24230,STANDARD,0,Coeburn,,,VA,Wise County,America/New_York,276,NA,US,36.94,-82.46,6220,
24236,STANDARD,0,Damascus,,,VA,Washington County,America/New_York,276,NA,US,36.63,-81.78,2290,
24237,STANDARD,0,Dante,Trammel,,VA,Dickenson County,America/New_York,276,NA,US,36.98,-82.29,760,
24239,STANDARD,0,Davenport,,,VA,Buchanan County,America/New_York,276,NA,US,37.1,-82.13,320,
24243,STANDARD,0,Dryden,,,VA,Lee County,America/New_York,276,NA,US,36.77,-82.94,1680,
24244,STANDARD,0,Duffield,Clinchport,,VA,Scott County,America/New_York,276,NA,US,36.71,-82.79,3720,
24245,STANDARD,0,Dungannon,,,VA,Scott County,America/New_York,276,NA,US,36.82,-82.46,740,
24246,PO BOX,0,East Stone Gap,E Stone Gap,,VA,Wise County,America/New_York,276,NA,US,36.86,-82.72,588,
24248,STANDARD,0,Ewing,,Willow Tree,VA,Lee County,America/New_York,276,NA,US,36.63,-83.43,1770,
24250,STANDARD,0,Fort Blackmore,Ft Blackmore,,VA,Scott County,America/New_York,276,NA,US,36.77,-82.58,830,
24251,STANDARD,0,Gate City,,Snowflake,VA,Scott County,America/New_York,276,NA,US,36.63,-82.58,7010,
24256,STANDARD,0,Haysi,,,VA,Dickenson County,America/New_York,276,NA,US,37.2,-82.29,2240,
24258,STANDARD,0,Hiltons,,,VA,Scott County,America/New_York,276,NA,US,36.65,-82.46,1090,
24260,STANDARD,0,Honaker,Council -  Elk Garden -  Venia,Putnam,VA,Russell County,America/New_York,276,NA,US,37.01,-81.97,4000,
24263,STANDARD,0,Jonesville,,,VA,Lee County,America/New_York,276,NA,US,36.68,-83.11,4540,
24265,STANDARD,0,Keokee,,,VA,Lee County,America/New_York,276,NA,US,36.86,-82.9,500,
24266,STANDARD,0,Lebanon,,Barnett -  Bolton -  Carterton -  Hansonville,VA,Russell County,America/New_York,276,NA,US,36.89,-82.07,7670,
24269,STANDARD,0,Mc Clure,,Mcclure,VA,Dickenson County,America/New_York,276,NA,US,37.08,-82.38,141,
24270,STANDARD,0,Mendota,,,VA,Washington County,America/New_York,,NA,US,36.72,-82.25,420,
24271,STANDARD,0,Nickelsville,,,VA,Scott County,America/New_York,276,NA,US,36.75,-82.41,1940,
24272,STANDARD,0,Nora,,,VA,Dickenson County,America/New_York,276,NA,US,37.02,-82.34,350,
24273,STANDARD,0,Norton,,Esserville,VA,Norton City,America/New_York,276,NA,US,36.93,-82.62,4500,
24277,STANDARD,0,Pennington Gap,Penningtn Gap,Pennington,VA,Lee County,America/New_York,276,NA,US,36.75,-83.02,3620,
24279,STANDARD,0,Pound,,,VA,Wise County,America/New_York,276,NA,US,37.12,-82.6,3350,
24280,STANDARD,0,Rosedale,,,VA,Russell County,America/New_York,276,NA,US,36.95,-81.93,910,
24281,STANDARD,0,Rose Hill,,,VA,Lee County,America/New_York,276,NA,US,36.67,-83.36,1660,
24282,STANDARD,0,Saint Charles,,,VA,Lee County,America/New_York,276,NA,US,36.8,-83.05,460,
24283,STANDARD,0,Saint Paul,,,VA,Wise County,America/New_York,276,NA,US,36.9,-82.31,1960,
24290,STANDARD,0,Weber City,,,VA,Scott County,America/New_York,276,NA,US,36.62,-82.56,1180,
24292,STANDARD,0,Whitetop,,,VA,Grayson County,America/New_York,276,NA,US,36.6,-81.61,320,
24293,STANDARD,0,Wise,,,VA,Wise County,America/New_York,276,NA,US,36.97,-82.58,8020,
24301,STANDARD,0,Pulaski,,Snowville,VA,Pulaski County,America/New_York,540,NA,US,37.05,-80.76,10790,
24311,STANDARD,0,Atkins,,,VA,Smyth County,America/New_York,276,NA,US,36.86,-81.39,1570,
24312,STANDARD,0,Austinville,,,VA,Carroll County,America/New_York,276,NA,US,36.82,-80.86,1760,
24313,STANDARD,0,Barren Springs,Barren Spgs,,VA,Wythe County,America/New_York,276,NA,US,36.91,-80.8,810,
24314,STANDARD,0,Bastian,,Clearfork -  Cove Creek -  Grapefield -  Hicksville,VA,Bland County,America/New_York,,NA,US,37.15,-81.15,1150,
24315,STANDARD,0,Bland,,Bland Correct -  Bland Correctional Farm,VA,Bland County,America/New_York,276,NA,US,37.1,-81.11,2500,
24316,STANDARD,0,Broadford,,,VA,Tazewell County,America/New_York,276,NA,US,36.91,-81.66,75,
24317,STANDARD,0,Cana,,,VA,Carroll County,America/New_York,276,NA,US,36.58,-80.66,2720,
24318,STANDARD,0,Ceres,,Nebo,VA,Bland County,America/New_York,276,NA,US,37.01,-81.35,500,
24319,STANDARD,0,Chilhowie,,,VA,Smyth County,America/New_York,276,NA,US,36.8,-81.68,6010,
24322,STANDARD,0,Cripple Creek,,,VA,Wythe County,America/New_York,276,NA,US,36.81,-81.1,166,
24323,STANDARD,0,Crockett,,,VA,Wythe County,America/New_York,276,NA,US,36.88,-81.18,590,
24324,STANDARD,0,Draper,,,VA,Pulaski County,America/New_York,,NA,US,37,-80.76,1760,
24325,STANDARD,0,Dugspur,,,VA,Carroll County,America/New_York,276,NA,US,36.81,-80.61,720,
24326,STANDARD,0,Elk Creek,,Comers Rock,VA,Grayson County,America/New_York,276,NA,US,36.71,-81.18,870,
24327,PO BOX,0,Emory,,,VA,Washington County,America/New_York,276,NA,US,36.75,-81.83,448,
24328,STANDARD,0,Fancy Gap,,,VA,Carroll County,America/New_York,276,NA,US,36.66,-80.7,1430,
24330,STANDARD,0,Fries,,Stevens Creek,VA,Grayson County,America/New_York,276,NA,US,36.71,-80.97,2450,
24333,STANDARD,0,Galax,,Dalhart -  Meadowcreek,VA,Galax City,America/New_York,276,NA,US,36.66,-80.91,14820,
24340,STANDARD,0,Glade Spring,,,VA,Washington County,America/New_York,276,NA,US,36.79,-81.77,4480,
24343,STANDARD,0,Hillsville,,Littlevine -  Richardson,VA,Carroll County,America/New_York,276,NA,US,36.76,-80.73,7320,
24347,STANDARD,0,Hiwassee,Allisonia,,VA,Pulaski County,America/New_York,540,NA,US,36.97,-80.64,1410,
24348,STANDARD,0,Independence,,,VA,Grayson County,America/New_York,276,NA,US,36.61,-81.15,3090,
24350,STANDARD,0,Ivanhoe,,,VA,Wythe County,America/New_York,,NA,US,36.83,-80.95,990,
24351,STANDARD,0,Lambsburg,,,VA,Carroll County,America/New_York,276,NA,US,36.58,-80.76,430,
24352,STANDARD,0,Laurel Fork,,,VA,Carroll County,America/New_York,"540,276",NA,US,36.71,-80.51,770,
24354,STANDARD,0,Marion,Seven Mile Fd -  Seven Mile Ford,Stony Battery -  The Cedars -  Thomas Bridge,VA,Smyth County,America/New_York,276,NA,US,36.83,-81.51,11450,
24360,STANDARD,0,Max Meadows,Fort Chiswell -  Foster Falls,,VA,Wythe County,America/New_York,276,NA,US,36.96,-80.93,4950,
24361,STANDARD,0,Meadowview,Clinchburg,,VA,Washington County,America/New_York,276,NA,US,36.76,-81.85,3870,
24363,STANDARD,0,Mouth Of Wilson,Mouth Wilson -  Volney,,VA,Grayson County,America/New_York,276,NA,US,36.58,-81.33,1040,
24366,STANDARD,0,Rocky Gap,,,VA,Bland County,America/New_York,276,NA,US,37.23,-81.1,830,
24368,STANDARD,0,Rural Retreat,,Grosclose,VA,Wythe County,America/New_York,276,NA,US,36.89,-81.27,4310,
24370,STANDARD,0,Saltville,,,VA,Smyth County,America/New_York,276,NA,US,36.87,-81.76,4660,
24374,STANDARD,0,Speedwell,,,VA,Wythe County,America/New_York,276,NA,US,36.81,-81.16,540,
24375,STANDARD,0,Sugar Grove,,,VA,Smyth County,America/New_York,276,NA,US,36.76,-81.4,1250,
24377,STANDARD,0,Tannersville,,,VA,Tazewell County,America/New_York,276,NA,US,36.97,-81.64,210,
24378,STANDARD,0,Troutdale,,Trout Dale,VA,Grayson County,America/New_York,276,NA,US,36.7,-81.43,820,
24380,STANDARD,0,Willis,,,VA,Floyd County,America/New_York,540,NA,US,36.85,-80.48,2250,
24381,STANDARD,0,Woodlawn,,,VA,Carroll County,America/New_York,276,NA,US,36.71,-80.81,3230,
24382,STANDARD,0,Wytheville,,Stones Mill,VA,Wythe County,America/New_York,276,NA,US,36.95,-81.08,11830,
24401,STANDARD,0,Staunton,,Staunton Park -  Western State Hospital,VA,Staunton City,America/New_York,540,NA,US,38.15,-79.06,30670,
24402,PO BOX,0,Staunton,,,VA,Staunton City,America/New_York,540,NA,US,38.15,-79.06,1013,
24411,PO BOX,0,Augusta Springs,Augusta Sprgs,Augusta Spgs,VA,Augusta County,America/New_York,540,NA,US,38.1,-79.33,145,
24412,PO BOX,0,Bacova,,,VA,Bath County,America/New_York,540,NA,US,38.01,-79.9,87,
24413,STANDARD,0,Blue Grass,,,VA,Highland County,America/New_York,540,NA,US,38.53,-79.6,220,
24415,PO BOX,0,Brownsburg,,,VA,Rockbridge County,America/New_York,540,NA,US,37.93,-79.31,92,
24416,STANDARD,0,Buena Vista,,,VA,Buena Vista City,America/New_York,"434,540",NA,US,37.73,-79.35,7080,
24421,STANDARD,0,Churchville,,,VA,Augusta County,America/New_York,540,NA,US,38.22,-79.16,3330,
24422,STANDARD,0,Clifton Forge,,,VA,Alleghany County,America/New_York,540,NA,US,37.82,-79.82,4910,
24426,STANDARD,0,Covington,Alleghany -  Jordan Mines,Camp Appalachia -  Cmp Appalchia,VA,Alleghany County,America/New_York,540,NA,US,37.77,-79.99,12100,
24430,STANDARD,0,Craigsville,,,VA,Augusta County,America/New_York,540,NA,US,38.08,-79.38,1300,
24431,STANDARD,0,Crimora,,,VA,Augusta County,America/New_York,540,NA,US,38.16,-78.83,2410,
24432,STANDARD,0,Deerfield,,,VA,Augusta County,America/New_York,540,NA,US,38.19,-79.4,310,
24433,STANDARD,0,Doe Hill,,,VA,Highland County,America/New_York,540,NA,US,38.43,-79.44,141,
24435,STANDARD,0,Fairfield,,,VA,Rockbridge County,America/New_York,540,NA,US,37.88,-79.3,1660,
24437,STANDARD,0,Fort Defiance,,,VA,Augusta County,America/New_York,540,NA,US,38.21,-78.94,850,
24438,PO BOX,0,Glen Wilton,,,VA,Botetourt County,America/New_York,540,NA,US,37.75,-79.81,73,
24439,STANDARD,0,Goshen,,,VA,Rockbridge County,America/New_York,,NA,US,37.99,-79.5,900,
24440,STANDARD,0,Greenville,,,VA,Augusta County,America/New_York,540,NA,US,38,-79.15,2310,
24441,STANDARD,0,Grottoes,,,VA,Rockingham County,America/New_York,540,NA,US,38.26,-78.82,5440,
24442,STANDARD,0,Head Waters,,,VA,Highland County,America/New_York,540,NA,US,38.3,-79.42,83,
24445,STANDARD,0,Hot Springs,,Bacova Jnctn -  Bacova Junction -  Falling Spring -  Falling Sprng -  Healing Sprgs -  Healing Springs,VA,Bath County,America/New_York,540,NA,US,38,-79.83,2220,
24448,PO BOX,0,Iron Gate,,,VA,Alleghany County,America/New_York,540,NA,US,37.79,-79.79,466,
24450,STANDARD,0,Lexington,,East Lexington -  West Lexington,VA,Rockbridge County,America/New_York,540,NA,US,37.78,-79.44,12090,
24457,PO BOX,0,Low Moor,,Lowmoor,VA,Alleghany County,America/New_York,540,NA,US,37.74,-79.9,315,
24458,STANDARD,0,Mc Dowell,,Mcdowell,VA,Highland County,America/New_York,540,NA,US,38.3,-79.52,290,
24459,STANDARD,0,Middlebrook,,,VA,Augusta County,America/New_York,540,NA,US,38.02,-79.28,720,
24460,STANDARD,0,Millboro,,Milboro Sprgs -  Millboro Springs,VA,Bath County,America/New_York,540,NA,US,37.96,-79.6,1280,
24463,PO BOX,0,Mint Spring,,,VA,Augusta County,America/New_York,540,NA,US,38.07,-79.1,120,
24464,STANDARD,0,Montebello,,,VA,Nelson County,America/New_York,434,NA,US,37.86,-79.13,110,
24465,STANDARD,0,Monterey,Hightown,Mill Gap,VA,Highland County,America/New_York,540,NA,US,38.41,-79.58,1040,
24467,STANDARD,0,Mount Sidney,,,VA,Augusta County,America/New_York,540,NA,US,38.26,-78.97,2070,
24468,STANDARD,0,Mustoe,,,VA,Highland County,America/New_York,540,NA,US,38.32,-79.64,0,
24469,PO BOX,0,New Hope,,,VA,Augusta County,America/New_York,540,NA,US,38.19,-78.9,223,
24471,STANDARD,0,Port Republic,,Pt Republic,VA,Rockingham County,America/New_York,540,NA,US,38.32,-78.81,1370,
24472,STANDARD,0,Raphine,,,VA,Rockbridge County,America/New_York,540,NA,US,37.93,-79.23,1910,
24473,STANDARD,0,Rockbridge Baths,Rockbdge Bath,Rockbrg Baths,VA,Rockbridge County,America/New_York,540,NA,US,37.9,-79.41,750,
24474,PO BOX,0,Selma,,,VA,Alleghany County,America/New_York,540,NA,US,37.79,-79.87,424,
24476,STANDARD,0,Steeles Tavern,Spottswood -  Steeles Tavrn,,VA,Augusta County,America/New_York,540,NA,US,37.92,-79.2,360,
24477,STANDARD,0,Stuarts Draft,,,VA,Augusta County,America/New_York,540,NA,US,38.02,-79.02,9920,
24479,STANDARD,0,Swoope,,,VA,Augusta County,America/New_York,540,NA,US,38.14,-79.2,1360,
24482,STANDARD,0,Verona,,,VA,Augusta County,America/New_York,540,NA,US,38.19,-79,4020,
24483,STANDARD,0,Vesuvius,,,VA,Rockbridge County,America/New_York,,NA,US,37.9,-79.2,540,
24484,STANDARD,0,Warm Springs,Bolar,,VA,Bath County,America/New_York,540,NA,US,38.05,-79.78,690,
24485,STANDARD,0,West Augusta,,,VA,Augusta County,America/New_York,540,NA,US,38.27,-79.3,350,
24486,STANDARD,0,Weyers Cave,,Shenandoah Valley Airpot,VA,Augusta County,America/New_York,540,NA,US,38.28,-78.92,3570,
24487,STANDARD,0,Williamsville,Burnsville,,VA,Bath County,America/New_York,540,NA,US,38.19,-79.56,220,
24501,STANDARD,0,Lynchburg,,Miller Park,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,20470,
24502,STANDARD,0,Lynchburg,Timberlake,Fort Hill,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,32760,
24503,STANDARD,0,Lynchburg,,Rivermont,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,17680,
24504,STANDARD,0,Lynchburg,,,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,7190,
24505,PO BOX,0,Lynchburg,,,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,558,
24506,PO BOX,0,Lynchburg,,,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,705,
24512,UNIQUE,1,Lynchburg,Clifford And Wills,,VA,Lynchburg City,America/New_York,434,NA,US,37.45,-79.25,0,
24513,UNIQUE,0,Lynchburg,,J Crew,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,0,
24514,UNIQUE,0,Lynchburg,,Thomas Road Bapt Church,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,0,
24515,UNIQUE,0,Lynchburg,,Thomas Road Bapt Church,VA,Lynchburg City,America/New_York,434,NA,US,37.4,-79.19,0,
24517,STANDARD,0,Altavista,,,VA,Campbell County,America/New_York,434,NA,US,37.12,-79.28,4550,
24520,STANDARD,0,Alton,,,VA,Halifax County,America/New_York,434,NA,US,36.56,-79,1990,
24521,STANDARD,0,Amherst,,Falconerville,VA,Amherst County,America/New_York,434,NA,US,37.58,-79.05,8550,
24522,STANDARD,0,Appomattox,,,VA,Appomattox County,America/New_York,434,NA,US,37.35,-78.82,8660,
24523,STANDARD,0,Bedford,,,VA,Bedford City,America/New_York,540,NA,US,37.32,-79.52,16160,
24526,STANDARD,0,Big Island,,Snowden,VA,Bedford County,America/New_York,434,NA,US,37.53,-79.36,1250,
24527,STANDARD,0,Blairs,,,VA,Pittsylvania County,America/New_York,434,NA,US,36.68,-79.38,2650,
24528,STANDARD,0,Brookneal,,,VA,Campbell County,America/New_York,434,NA,US,37.05,-78.94,2670,
24529,STANDARD,0,Buffalo Junction,Buffalo Jct,,VA,Mecklenburg County,America/New_York,434,NA,US,36.6,-78.63,1430,
24530,STANDARD,0,Callands,,,VA,Pittsylvania County,America/New_York,434,NA,US,36.81,-79.58,850,
24531,STANDARD,0,Chatham,,,VA,Pittsylvania County,America/New_York,434,NA,US,36.81,-79.39,6910,
24533,PO BOX,0,Clifford,,,VA,Amherst County,America/New_York,434,NA,US,37.65,-79.03,88,
24534,STANDARD,0,Clover,,,VA,Halifax County,America/New_York,434,NA,US,36.83,-78.73,1320,
24535,PO BOX,0,Cluster Springs,Cluster Spgs,,VA,Halifax County,America/New_York,434,NA,US,36.61,-78.91,120,
24536,STANDARD,0,Coleman Falls,,,VA,Bedford County,America/New_York,,NA,US,37.5,-79.33,220,
24538,STANDARD,0,Concord,,,VA,Appomattox County,America/New_York,434,NA,US,37.35,-78.98,4230,
24539,STANDARD,0,Crystal Hill,,,VA,Halifax County,America/New_York,434,NA,US,36.85,-78.9,212,
24540,STANDARD,0,Danville,,,VA,Danville City,America/New_York,434,NA,US,36.58,-79.4,26610,
24541,STANDARD,0,Danville,,Schoolfield,VA,Danville City,America/New_York,434,NA,US,36.58,-79.4,22350,
24543,PO BOX,0,Danville,,,VA,Danville City,America/New_York,434,NA,US,36.58,-79.4,931,
24544,UNIQUE,1,Danville,Manufactures Hanover,,VA,Danville City,America/New_York,434,NA,US,36.58,-79.39,0,
24549,STANDARD,0,Dry Fork,,,VA,Pittsylvania County,America/New_York,434,NA,US,36.75,-79.41,3730,
24550,STANDARD,0,Evington,,,VA,Campbell County,America/New_York,434,NA,US,37.23,-79.28,6720,
24551,STANDARD,0,Forest,,,VA,Bedford County,America/New_York,,NA,US,37.37,-79.27,22310,
24553,STANDARD,0,Gladstone,,,VA,Amherst County,America/New_York,434,NA,US,37.54,-78.84,1560,
24554,STANDARD,0,Gladys,,,VA,Campbell County,America/New_York,434,NA,US,37.16,-79.08,3200,
24555,STANDARD,0,Glasgow,,,VA,Rockbridge County,America/New_York,540,NA,US,37.63,-79.45,1730,
24556,STANDARD,0,Goode,,,VA,Bedford County,America/New_York,,NA,US,37.36,-79.38,2930,
24557,STANDARD,0,Gretna,,,VA,Pittsylvania County,America/New_York,434,NA,US,36.95,-79.36,6170,
24558,STANDARD,0,Halifax,,,VA,Halifax County,America/New_York,434,NA,US,36.76,-78.93,5450,
24562,STANDARD,0,Howardsville,Scottsville,,VA,Nelson County,America/New_York,434,NA,US,37.73,-78.64,410,
24563,STANDARD,0,Hurt,,,VA,Pittsylvania County,America/New_York,434,NA,US,37.09,-79.29,4520,
24565,STANDARD,0,Java,,,VA,Pittsylvania County,America/New_York,,NA,US,36.83,-79.23,1070,
24566,STANDARD,0,Keeling,,,VA,Pittsylvania County,America/New_York,434,NA,US,36.71,-79.3,1240,
24569,STANDARD,0,Long Island,,,VA,Pittsylvania County,America/New_York,434,NA,US,37.08,-79.1,810,
24570,STANDARD,0,Lowry,,,VA,Bedford County,America/New_York,,NA,US,37.34,-79.45,72,
24571,STANDARD,0,Lynch Station,,,VA,Campbell County,America/New_York,,NA,US,37.14,-79.36,1620,
24572,STANDARD,0,Madison Heights,Madison Hts,Wrights Shop,VA,Amherst County,America/New_York,434,NA,US,37.43,-79.1,14300,
24574,STANDARD,0,Monroe,,,VA,Amherst County,America/New_York,434,NA,US,37.6,-79.24,3360,
24576,PO BOX,0,Naruna,,,VA,Campbell County,America/New_York,434,NA,US,37.13,-78.95,182,
24577,STANDARD,0,Nathalie,Lennig -  Republican Grove -  Republicn Grv,,VA,Halifax County,America/New_York,434,NA,US,36.93,-78.95,4060,
24578,STANDARD,0,Natural Bridge,Natural Brg,,VA,Rockbridge County,America/New_York,540,NA,US,37.63,-79.55,890,
